Theme,Palette Name,Color Index,R,G,B
pastel,Unicorn Dream,11,0.9000,0.9000,0.9000
pastelvibrant,Candy Kingdom,0,1.0000,0.6000,0.8000
pastelvibrant,Candy Kingdom,1,0.6000,0.9000,0.7000
pastelvibrant,Candy Kingdom,2,1.0000,0.9000,0.5000
pastelvibrant,Candy Kingdom,3,0.6000,0.8000,1.0000
pastelvibrant,Candy Kingdom,4,0.8000,0.7000,1.0000
pastelvibrant,Candy Kingdom,5,1.0000,0.7500,0.6000
pastelvibrant,Candy Kingdom,6,0.9500,0.9500,0.9500
pastelvibrant,Candy Kingdom,7,0.7000,1.0000,0.9000
pastelvibrant,Candy Kingdom,8,1.0000,0.7000,0.9000
pastelvibrant,Candy Kingdom,9,0.9000,0.9000,0.6000
pastelvibrant,Candy Kingdom,10,0.7000,0.9000,1.0000
pastelvibrant,Candy Kingdom,11,0.9000,0.6000,1.0000
pastelvibrant,Retro Diner,0,0.2000,0.6000,0.6000
pastelvibrant,Retro Diner,1,0.9500,0.6000,0.7000
pastelvibrant,Retro Diner,2,0.9800,0.9500,0.8500
pastelvibrant,Retro Diner,3,0.8000,0.1000,0.1500
pastelvibrant,Retro Diner,4,0.9000,0.7000,0.2000
pastelvibrant,Retro Diner,5,0.7000,0.7000,0.7500
pastelvibrant,Retro Diner,6,0.1000,0.1000,0.1000
pastelvibrant,Retro Diner,7,0.6000,0.9000,0.7000
pastelvibrant,Retro Diner,8,0.6000,0.7500,0.9000
pastelvibrant,Retro Diner,9,1.0000,0.6000,0.5000
pastelvibrant,Retro Diner,10,0.3000,0.2000,0.1000
pastelvibrant,Retro Diner,11,0.9000,0.9000,0.9000
pastelvibrant,Summer Citrus Sorbet,0,1.0000,0.9000,0.6000
pastelvibrant,Summer Citrus Sorbet,1,0.7000,0.9000,0.5000
pastelvibrant,Summer Citrus Sorbet,2,1.0000,0.7000,0.5000
pastelvibrant,Summer Citrus Sorbet,3,1.0000,0.6000,0.6000
pastelvibrant,Summer Citrus Sorbet,4,1.0000,0.8000,0.2000
pastelvibrant,Summer Citrus Sorbet,5,0.5000,0.8000,0.3000
pastelvibrant,Summer Citrus Sorbet,6,1.0000,0.5000,0.1000
pastelvibrant,Summer Citrus Sorbet,7,0.9500,0.4000,0.4000
pastelvibrant,Summer Citrus Sorbet,8,0.9800,0.9800,0.9000
pastelvibrant,Summer Citrus Sorbet,9,1.0000,0.8500,0.4000
pastelvibrant,Summer Citrus Sorbet,10,0.6000,0.8500,0.4000
pastelvibrant,Summer Citrus Sorbet,11,1.0000,0.6000,0.3000
pastelwarm,Dusty Rose Mauve,0,0.8000,0.7000,0.7500
pastelwarm,Dusty Rose Mauve,1,0.7000,0.6000,0.7000
pastelwarm,Dusty Rose Mauve,2,0.8500,0.7500,0.8000
pastelwarm,Dusty Rose Mauve,3,0.6000,0.5000,0.6500
pastelwarm,Dusty Rose Mauve,4,0.9000,0.8500,0.8000
pastelwarm,Dusty Rose Mauve,5,0.7500,0.6500,0.8000
pastelwarm,Dusty Rose Mauve,6,0.6500,0.5500,0.6000
pastelwarm,Dusty Rose Mauve,7,0.9500,0.9000,0.9200
pastelwarm,Dusty Rose Mauve,8,0.5000,0.4000,0.5500
pastelwarm,Dusty Rose Mauve,9,0.8800,0.8000,0.7800
pastelwarm,Dusty Rose Mauve,10,0.7800,0.7200,0.8200
pastelwarm,Dusty Rose Mauve,11,0.7200,0.5800,0.6800
space,Alien Landscape,0,0.1000,0.0500,0.2000
space,Alien Landscape,1,0.3000,0.1000,0.4000
space,Alien Landscape,2,0.5000,0.2000,0.6000
space,Alien Landscape,3,0.7000,0.3000,0.8000
space,Alien Landscape,4,0.9000,0.4000,1.0000
space,Alien Landscape,5,0.0000,0.8000,0.4000
space,Alien Landscape,6,0.1000,0.9000,0.5000
space,Alien Landscape,7,0.2000,1.0000,0.6000
space,Alien Landscape,8,0.6000,0.2000,0.0000
space,Alien Landscape,9,0.7000,0.3000,0.0500
space,Alien Landscape,10,0.0500,0.0200,0.1000
space,Alien Landscape,11,0.1500,0.0800,0.3000
space,Black Hole Accretion,0,0.0000,0.0000,0.0000
space,Black Hole Accretion,1,0.0100,0.0000,0.0100
space,Black Hole Accretion,2,0.0200,0.0100,0.0200
space,Black Hole Accretion,3,0.0500,0.0100,0.0500
space,Black Hole Accretion,4,0.1000,0.0200,0.1000
space,Black Hole Accretion,5,0.2000,0.0500,0.2000
space,Black Hole Accretion,6,0.4000,0.1000,0.4000
space,Black Hole Accretion,7,0.6000,0.2000,0.6000
space,Black Hole Accretion,8,0.8000,0.3000,0.8000
space,Black Hole Accretion,9,1.0000,0.4000,1.0000
space,Black Hole Accretion,10,0.0000,0.0000,0.0500
space,Black Hole Accretion,11,0.0000,0.0000,0.0800
space,Cosmic Dust,0,0.0100,0.0100,0.0300
space,Cosmic Dust,1,0.3000,0.1000,0.5000
space,Cosmic Dust,2,0.2000,0.5000,0.9000
space,Cosmic Dust,3,0.9000,0.2000,0.6000
space,Cosmic Dust,4,1.0000,0.9500,0.5000
space,Cosmic Dust,5,0.3000,0.6000,0.7000
space,Cosmic Dust,6,0.7000,0.1000,0.1000
space,Cosmic Dust,7,0.1000,0.1000,0.1500
space,Cosmic Dust,8,1.0000,0.4000,0.1000
space,Cosmic Dust,9,0.1000,0.7000,0.8000
space,Cosmic Dust,10,0.5000,0.3000,0.7000
space,Cosmic Dust,11,0.0500,0.0500,0.1000
space,Cosmic Nebula,0,0.0500,0.0000,0.1500
space,Cosmic Nebula,1,0.1000,0.0500,0.3000
space,Cosmic Nebula,2,0.2000,0.1000,0.5000
space,Cosmic Nebula,3,0.4000,0.2000,0.7000
space,Cosmic Nebula,4,0.6000,0.3000,0.8000
space,Cosmic Nebula,5,0.8000,0.5000,0.9000
space,Cosmic Nebula,6,0.9000,0.7000,0.9500
space,Cosmic Nebula,7,0.7000,0.4000,0.8000
space,Cosmic Nebula,8,0.5000,0.2000,0.6000
space,Cosmic Nebula,9,0.3000,0.1000,0.4000
space,Cosmic Nebula,10,0.1500,0.0500,0.2500
space,Cosmic Nebula,11,0.0200,0.0000,0.1000
space,Distant Galaxy,0,0.0500,0.0500,0.1000
space,Distant Galaxy,1,0.1000,0.1000,0.2000
space,Distant Galaxy,2,0.2000,0.1500,0.3000
space,Distant Galaxy,3,0.3000,0.2000,0.4000
space,Distant Galaxy,4,0.4000,0.3000,0.5000
space,Distant Galaxy,5,0.5000,0.4000,0.6000
space,Distant Galaxy,6,0.6000,0.5000,0.7000
space,Distant Galaxy,7,0.7000,0.6000,0.8000
space,Distant Galaxy,8,0.8000,0.7000,0.9000
space,Distant Galaxy,9,0.9000,0.8000,1.0000
space,Distant Galaxy,10,0.1500,0.0500,0.2500
space,Distant Galaxy,11,0.2500,0.1000,0.3500
space,Frozen Galaxy,0,0.0000,0.0000,0.0200
space,Frozen Galaxy,1,0.4000,0.7000,1.0000
space,Frozen Galaxy,2,0.1000,0.0500,0.3000
space,Frozen Galaxy,3,0.3000,0.9000,0.7000
space,Frozen Galaxy,4,0.6000,0.2000,0.8000
space,Frozen Galaxy,5,0.8500,0.8800,0.9500
space,Frozen Galaxy,6,0.2500,0.1500,0.4000
space,Frozen Galaxy,7,0.1000,0.5000,0.7000
space,Frozen Galaxy,8,0.9500,0.9700,1.0000
space,Frozen Galaxy,9,0.0200,0.0300,0.1000
space,Frozen Galaxy,10,0.5000,0.6000,0.9000
space,Frozen Galaxy,11,0.1500,0.2000,0.5000
space,Nebula Core,0,0.2000,0.0000,0.4000
space,Nebula Core,1,0.3000,0.0500,0.5000
space,Nebula Core,2,0.4000,0.1000,0.6000
space,Nebula Core,3,0.5000,0.2000,0.7000
space,Nebula Core,4,0.6000,0.3000,0.8000
space,Nebula Core,5,0.7000,0.4000,0.9000
space,Nebula Core,6,0.8000,0.5000,1.0000
space,Nebula Core,7,0.0000,0.8000,0.6000
space,Nebula Core,8,0.1000,0.9000,0.7000
space,Nebula Core,9,0.2000,1.0000,0.8000
space,Nebula Core,10,0.0000,0.0000,0.0100
space,Nebula Core,11,0.0500,0.0200,0.0800
space,Supernova,0,1.0000,0.1000,0.0000
space,Supernova,1,1.0000,0.3000,0.0500
space,Supernova,2,1.0000,0.5000,0.1000
space,Supernova,3,1.0000,0.7000,0.2000
space,Supernova,4,1.0000,0.9000,0.3000
space,Supernova,5,0.8000,0.2000,1.0000
space,Supernova,6,0.6000,0.1500,0.8000
space,Supernova,7,0.4000,0.1000,0.6000
space,Supernova,8,0.2000,0.0500,0.4000
space,Supernova,9,0.0000,0.0000,0.0500
space,Supernova,10,0.0500,0.0500,0.1500
space,Supernova,11,0.1000,0.1000,0.2500
spacevibrant,Galactic Core Flare,0,0.0100,0.0000,0.0200
spacevibrant,Galactic Core Flare,1,0.1000,0.0200,0.1500
spacevibrant,Galactic Core Flare,2,1.0000,0.0000,0.8000
spacevibrant,Galactic Core Flare,3,0.0000,0.9000,1.0000
spacevibrant,Galactic Core Flare,4,1.0000,0.5000,0.0000
spacevibrant,Galactic Core Flare,5,1.0000,1.0000,0.2000
spacevibrant,Galactic Core Flare,6,0.0500,0.0100,0.0800
spacevibrant,Galactic Core Flare,7,0.8000,0.1000,0.6000
spacevibrant,Galactic Core Flare,8,0.2000,0.7000,0.9000
spacevibrant,Galactic Core Flare,9,0.9000,0.3000,0.0500
spacevibrant,Galactic Core Flare,10,0.0000,0.0000,0.0000
spacevibrant,Galactic Core Flare,11,0.5000,0.0500,0.3000
steampunk,Copper & Brass,0,0.7000,0.4000,0.1000
steampunk,Copper & Brass,1,0.8000,0.5000,0.2000
steampunk,Copper & Brass,2,0.9000,0.6000,0.3000
steampunk,Copper & Brass,3,0.6000,0.3500,0.1000
steampunk,Copper & Brass,4,0.5000,0.3000,0.0800
steampunk,Copper & Brass,5,0.4000,0.2500,0.0500
steampunk,Copper & Brass,6,0.3000,0.2000,0.0200
steampunk,Copper & Brass,7,0.2000,0.1500,0.0100
steampunk,Copper & Brass,8,0.7500,0.4500,0.1500
steampunk,Copper & Brass,9,0.8500,0.5500,0.2500
steampunk,Copper & Brass,10,0.6500,0.4000,0.1200
steampunk,Copper & Brass,11,0.5500,0.3500,0.0900
steampunk,Steampunk Gears,0,0.4000,0.2500,0.1000
steampunk,Steampunk Gears,1,0.5000,0.3000,0.1500
steampunk,Steampunk Gears,2,0.6000,0.4000,0.2000
steampunk,Steampunk Gears,3,0.3000,0.1500,0.0500
steampunk,Steampunk Gears,4,0.7000,0.5000,0.1000
steampunk,Steampunk Gears,5,0.5500,0.4500,0.1000
steampunk,Steampunk Gears,6,0.3000,0.3500,0.4000
steampunk,Steampunk Gears,7,0.2000,0.2500,0.3000
steampunk,Steampunk Gears,8,0.5000,0.1000,0.1000
steampunk,Steampunk Gears,9,0.4000,0.0500,0.0500
steampunk,Steampunk Gears,10,0.1500,0.1000,0.0800
steampunk,Steampunk Gears,11,0.2500,0.2000,0.1500
vibrant,Coral Reef,0,0.1000,0.5000,0.9000
vibrant,Coral Reef,1,0.2000,0.7000,1.0000
vibrant,Coral Reef,2,1.0000,0.4000,0.3000
vibrant,Coral Reef,3,0.9500,0.5000,0.4000
vibrant,Coral Reef,4,1.0000,0.8000,0.2000
vibrant,Coral Reef,5,0.9800,0.9000,0.3000
vibrant,Coral Reef,6,0.2000,0.8000,0.4000
vibrant,Coral Reef,7,0.1000,0.6000,0.3000
vibrant,Coral Reef,8,0.9000,0.3000,0.6000
vibrant,Coral Reef,9,0.7000,0.2000,0.8000
vibrant,Coral Reef,10,0.0000,0.3000,0.7000
vibrant,Coral Reef,11,0.6000,0.9000,0.9500
vibrant,Enchanted Gemstones,0,0.4000,0.1000,0.6000
vibrant,Enchanted Gemstones,1,0.8000,0.0000,0.2000
vibrant,Enchanted Gemstones,2,0.1000,0.6000,0.2000
vibrant,Enchanted Gemstones,3,0.1000,0.2000,0.7000
vibrant,Enchanted Gemstones,4,0.9000,0.7000,0.1000
vibrant,Enchanted Gemstones,5,0.9000,0.4000,0.6000
vibrant,Enchanted Gemstones,6,0.5000,0.8000,0.8000
vibrant,Enchanted Gemstones,7,0.6000,0.8000,0.2000
vibrant,Enchanted Gemstones,8,1.0000,0.9000,0.3000
vibrant,Enchanted Gemstones,9,0.6000,0.0000,0.1000
vibrant,Enchanted Gemstones,10,0.2000,0.3000,0.6000
vibrant,Enchanted Gemstones,11,0.9500,0.9500,0.9800
vibrant,Neon City,0,1.0000,0.0000,0.5000
vibrant,Neon City,1,0.0000,1.0000,0.8000
vibrant,Neon City,2,0.5000,0.0000,1.0000
vibrant,Neon City,3,1.0000,1.0000,0.0000
vibrant,Neon City,4,0.0000,0.5000,1.0000
vibrant,Neon City,5,1.0000,0.3000,0.0000
vibrant,Neon City,6,0.8000,0.0000,0.8000
vibrant,Neon City,7,0.0000,1.0000,0.3000
vibrant,Neon City,8,1.0000,0.7000,0.0000
vibrant,Neon City,9,0.3000,0.0000,0.7000
vibrant,Neon City,10,0.0000,0.8000,1.0000
vibrant,Neon City,11,0.9000,0.0000,0.3000
vibrant,Neon Pulse,0,1.0000,0.0000,0.5000
vibrant,Neon Pulse,1,0.0000,1.0000,0.2000
vibrant,Neon Pulse,2,0.1000,0.5000,1.0000
vibrant,Neon Pulse,3,1.0000,1.0000,0.0000
vibrant,Neon Pulse,4,0.5000,0.0000,1.0000
vibrant,Neon Pulse,5,1.0000,0.4000,0.0000
vibrant,Neon Pulse,6,0.0100,0.0100,0.0200
vibrant,Neon Pulse,7,0.0000,0.9000,0.9000
vibrant,Neon Pulse,8,1.0000,0.1000,0.1000
vibrant,Neon Pulse,9,0.9000,0.9500,1.0000
vibrant,Neon Pulse,10,1.0000,0.0000,0.5000
vibrant,Neon Pulse,11,0.0000,1.0000,0.2000
vibrant,Psychedelic Swirl,0,1.0000,0.1000,0.8000
vibrant,Psychedelic Swirl,1,0.2000,1.0000,0.3000
vibrant,Psychedelic Swirl,2,0.5000,0.2000,1.0000
vibrant,Psychedelic Swirl,3,1.0000,0.8000,0.1000
vibrant,Psychedelic Swirl,4,0.1000,0.7000,1.0000
vibrant,Psychedelic Swirl,5,1.0000,0.4000,0.0000
vibrant,Psychedelic Swirl,6,0.8000,0.0000,0.5000
vibrant,Psychedelic Swirl,7,0.3000,1.0000,0.9000
vibrant,Psychedelic Swirl,8,0.9000,0.6000,1.0000
vibrant,Psychedelic Swirl,9,0.0000,0.5000,0.6000
vibrant,Psychedelic Swirl,10,1.0000,1.0000,0.4000
vibrant,Psychedelic Swirl,11,0.6000,0.9000,0.0000
vibrant,Retro Arcade,0,0.0500,0.0500,0.1000
vibrant,Retro Arcade,1,0.9000,0.0000,0.7000
vibrant,Retro Arcade,2,0.2000,0.7000,1.0000
vibrant,Retro Arcade,3,0.1000,0.9000,0.2000
vibrant,Retro Arcade,4,1.0000,0.1000,0.1000
vibrant,Retro Arcade,5,1.0000,0.9000,0.0000
vibrant,Retro Arcade,6,0.0000,0.8000,0.8500
vibrant,Retro Arcade,7,0.6000,0.2000,0.9000
vibrant,Retro Arcade,8,1.0000,0.5000,0.0000
vibrant,Retro Arcade,9,0.8500,0.9000,0.9500
vibrant,Retro Arcade,10,0.7000,0.1000,0.8000
vibrant,Retro Arcade,11,0.3000,0.9000,0.1000
vibrant,Synthwave Sunset,0,0.0200,0.0000,0.1000
vibrant,Synthwave Sunset,1,0.2000,0.0000,0.3000
vibrant,Synthwave Sunset,2,0.8000,0.1000,0.5000
vibrant,Synthwave Sunset,3,1.0000,0.2000,0.6000
vibrant,Synthwave Sunset,4,0.6000,0.1000,0.8000
vibrant,Synthwave Sunset,5,0.4000,0.0500,0.7000
vibrant,Synthwave Sunset,6,1.0000,0.4000,0.2000
vibrant,Synthwave Sunset,7,0.9000,0.3000,0.1000
vibrant,Synthwave Sunset,8,0.0000,0.6000,0.7000
vibrant,Synthwave Sunset,9,0.1000,0.8000,0.9000
vibrant,Synthwave Sunset,10,1.0000,0.9000,0.3000
vibrant,Synthwave Sunset,11,1.0000,0.0000,0.4000
vibrant,Technicolor Dream,0,1.0000,0.0000,0.8000
vibrant,Technicolor Dream,1,0.0000,1.0000,0.9000
vibrant,Technicolor Dream,2,0.9000,1.0000,0.0000
vibrant,Technicolor Dream,3,0.2000,0.0000,1.0000
vibrant,Technicolor Dream,4,0.0000,0.8000,1.0000
vibrant,Technicolor Dream,5,1.0000,0.6000,0.0000
vibrant,Technicolor Dream,6,0.8000,0.0000,0.5000
vibrant,Technicolor Dream,7,0.1000,0.7000,0.0000
vibrant,Technicolor Dream,8,1.0000,0.3000,0.5000
vibrant,Technicolor Dream,9,0.5000,1.0000,0.2000
vibrant,Technicolor Dream,10,0.0000,0.2000,1.0000
vibrant,Technicolor Dream,11,1.0000,0.9000,0.1000
vibrant,Tropical Bloom,0,0.9000,0.1500,0.3000
vibrant,Tropical Bloom,1,1.0000,0.6000,0.2000
vibrant,Tropical Bloom,2,0.9800,0.8500,0.1000
vibrant,Tropical Bloom,3,0.1000,0.5000,0.2000
vibrant,Tropical Bloom,4,0.2000,0.7000,0.8000
vibrant,Tropical Bloom,5,0.7000,0.3000,0.8500
vibrant,Tropical Bloom,6,0.9500,0.4000,0.6000
vibrant,Tropical Bloom,7,0.9500,0.9200,0.8800
vibrant,Tropical Bloom,8,0.3000,0.8000,0.3000
vibrant,Tropical Bloom,9,0.1000,0.3000,0.7000
vibrant,Tropical Bloom,10,0.9000,0.1500,0.3000
vibrant,Tropical Bloom,11,1.0000,0.6000,0.2000
vibrant,Tropical Paradise,0,0.0000,0.5000,0.3000
vibrant,Tropical Paradise,1,0.1000,0.7000,0.4000
vibrant,Tropical Paradise,2,0.3000,0.8000,0.5000
vibrant,Tropical Paradise,3,0.5000,0.9000,0.6000
vibrant,Tropical Paradise,4,0.2000,0.6000,0.8000
vibrant,Tropical Paradise,5,0.4000,0.7000,0.9000
vibrant,Tropical Paradise,6,0.6000,0.8000,1.0000
vibrant,Tropical Paradise,7,1.0000,0.7000,0.3000
vibrant,Tropical Paradise,8,1.0000,0.5000,0.2000
vibrant,Tropical Paradise,9,0.9000,0.3000,0.4000
vibrant,Tropical Paradise,10,0.8000,0.2000,0.5000
vibrant,Tropical Paradise,11,0.7000,0.1000,0.3000
vibrant,Tropical Punch,0,1.0000,0.5000,0.3000
vibrant,Tropical Punch,1,0.9000,0.2000,0.5000
vibrant,Tropical Punch,2,0.3000,0.8000,0.9000
vibrant,Tropical Punch,3,0.1000,0.9000,0.4000
vibrant,Tropical Punch,4,1.0000,0.7000,0.0000
vibrant,Tropical Punch,5,0.8000,0.1000,0.8000
vibrant,Tropical Punch,6,0.0000,0.6000,0.6000
vibrant,Tropical Punch,7,0.9000,0.4000,0.0000
vibrant,Tropical Punch,8,0.7000,0.0000,0.9000
vibrant,Tropical Punch,9,0.0000,0.9000,0.2000
vibrant,Tropical Punch,10,1.0000,0.8000,0.7000
vibrant,Tropical Punch,11,0.2000,0.5000,1.0000
vibrantcool,Bioluminescent Bay,0,0.0100,0.0200,0.0500
vibrantcool,Bioluminescent Bay,1,0.0000,0.0500,0.1000
vibrantcool,Bioluminescent Bay,2,0.1000,0.8000,0.9000
vibrantcool,Bioluminescent Bay,3,0.0500,0.6000,0.7000
vibrantcool,Bioluminescent Bay,4,0.0200,0.1000,0.2000
vibrantcool,Bioluminescent Bay,5,0.2000,0.9000,1.0000
vibrantcool,Bioluminescent Bay,6,0.0000,0.0000,0.0200
vibrantcool,Bioluminescent Bay,7,0.0800,0.4000,0.5000
vibrantcool,Bioluminescent Bay,8,0.1500,0.7000,0.8000
vibrantcool,Bioluminescent Bay,9,0.0300,0.2000,0.3000
vibrantcool,Bioluminescent Bay,10,0.0000,0.9500,0.8500
vibrantcool,Bioluminescent Bay,11,0.0100,0.0100,0.0800
vibrantdark,Cyberpunk Alley,0,0.0500,0.0200,0.1000
vibrantdark,Cyberpunk Alley,1,0.0100,0.0100,0.0200
vibrantdark,Cyberpunk Alley,2,1.0000,0.1000,0.6000
vibrantdark,Cyberpunk Alley,3,0.1000,1.0000,0.8000
vibrantdark,Cyberpunk Alley,4,1.0000,0.9000,0.2000
vibrantdark,Cyberpunk Alley,5,0.1000,0.0500,0.2000
vibrantdark,Cyberpunk Alley,6,0.2000,0.0200,0.3000
vibrantdark,Cyberpunk Alley,7,0.3000,1.0000,0.3000
vibrantdark,Cyberpunk Alley,8,0.6000,0.1000,1.0000
vibrantdark,Cyberpunk Alley,9,0.0800,0.0800,0.1500
vibrantdark,Cyberpunk Alley,10,0.8000,0.0500,0.3000
vibrantdark,Cyberpunk Alley,11,0.0300,0.0600,0.0800
vibrantwarm,Sunset Overdrive,0,1.0000,0.3000,0.0000
vibrantwarm,Sunset Overdrive,1,0.9000,0.1000,0.0000
vibrantwarm,Sunset Overdrive,2,1.0000,0.5000,0.1000
vibrantwarm,Sunset Overdrive,3,0.8000,0.0000,0.4000
vibrantwarm,Sunset Overdrive,4,0.5000,0.0000,0.3000
vibrantwarm,Sunset Overdrive,5,1.0000,0.7000,0.3000
vibrantwarm,Sunset Overdrive,6,0.6000,0.0500,0.2000
vibrantwarm,Sunset Overdrive,7,1.0000,0.2000,0.3000
vibrantwarm,Sunset Overdrive,8,0.3000,0.0000,0.1500
vibrantwarm,Sunset Overdrive,9,1.0000,0.4000,0.4000
vibrantwarm,Sunset Overdrive,10,0.7000,0.1500,0.5000
vibrantwarm,Sunset Overdrive,11,0.9500,0.6000,0.0500
warm,Autumn Bonfire,0,0.3000,0.1000,0.0000
warm,Autumn Bonfire,1,0.5000,0.1500,0.0500
warm,Autumn Bonfire,2,0.7000,0.2000,0.1000
warm,Autumn Bonfire,3,0.9000,0.3000,0.1500
warm,Autumn Bonfire,4,1.0000,0.4000,0.2000
warm,Autumn Bonfire,5,1.0000,0.5000,0.2500
warm,Autumn Bonfire,6,0.8000,0.6000,0.3000
warm,Autumn Bonfire,7,0.6000,0.4000,0.2000
warm,Autumn Bonfire,8,0.4000,0.2500,0.1000
warm,Autumn Bonfire,9,0.2000,0.1000,0.0500
warm,Autumn Bonfire,10,1.0000,0.8000,0.4000
warm,Autumn Bonfire,11,0.9000,0.7000,0.3500
warm,Autumn Ember,0,0.5000,0.1000,0.1500
warm,Autumn Ember,1,0.7500,0.3000,0.1000
warm,Autumn Ember,2,0.9000,0.7000,0.1000
warm,Autumn Ember,3,0.8500,0.8000,0.3000
warm,Autumn Ember,4,0.3000,0.2000,0.1000
warm,Autumn Ember,5,0.8000,0.4000,0.1500
warm,Autumn Ember,6,0.6000,0.0500,0.2000
warm,Autumn Ember,7,0.3500,0.3000,0.1000
warm,Autumn Ember,8,0.7000,0.6000,0.4500
warm,Autumn Ember,9,0.4000,0.3500,0.3000
warm,Autumn Ember,10,0.5000,0.1000,0.1500
warm,Autumn Ember,11,0.7500,0.3000,0.1000
warm,Campfire Embers,0,0.0500,0.0100,0.0000
warm,Campfire Embers,1,0.2000,0.0500,0.0100
warm,Campfire Embers,2,0.5000,0.1000,0.0200
warm,Campfire Embers,3,0.8000,0.2000,0.0500
warm,Campfire Embers,4,1.0000,0.3000,0.1000
warm,Campfire Embers,5,0.9000,0.4000,0.1500
warm,Campfire Embers,6,0.7000,0.2500,0.0800
warm,Campfire Embers,7,0.4000,0.1500,0.0400
warm,Campfire Embers,8,0.1500,0.0300,0.0100
warm,Campfire Embers,9,0.6000,0.1000,0.0000
warm,Campfire Embers,10,1.0000,0.5000,0.1000
warm,Campfire Embers,11,0.3000,0.0800,0.0200
warm,Canyon Dusk,0,0.6000,0.2000,0.1000
warm,Canyon Dusk,1,0.8500,0.4000,0.1500
warm,Canyon Dusk,2,1.0000,0.7000,0.2500
warm,Canyon Dusk,3,0.5000,0.2500,0.4000
warm,Canyon Dusk,4,0.4500,0.4000,0.3000
warm,Canyon Dusk,5,0.3500,0.3500,0.4500
warm,Canyon Dusk,6,0.3000,0.1000,0.0300
warm,Canyon Dusk,7,0.9000,0.6000,0.5500
warm,Canyon Dusk,8,0.9000,0.5500,0.0500
warm,Canyon Dusk,9,0.2000,0.1500,0.3000
warm,Canyon Dusk,10,0.7000,0.3000,0.1000
warm,Canyon Dusk,11,0.4000,0.2000,0.2000
warm,Desert Mirage,0,0.4000,0.2000,0.0500
warm,Desert Mirage,1,0.7000,0.3000,0.1000
warm,Desert Mirage,2,0.9000,0.5000,0.2000
warm,Desert Mirage,3,1.0000,0.8000,0.4000
warm,Desert Mirage,4,0.9500,0.9000,0.7500
warm,Desert Mirage,5,0.3000,0.6000,0.5500
warm,Desert Mirage,6,0.4000,0.4000,0.2000
warm,Desert Mirage,7,0.6000,0.5000,0.7000
warm,Desert Mirage,8,0.5500,0.2500,0.1000
warm,Desert Mirage,9,0.6000,0.7500,0.9000
warm,Desert Mirage,10,0.4000,0.2000,0.0500
warm,Desert Mirage,11,0.7000,0.3000,0.1000
warm,Desert Sunset,0,0.7000,0.3000,0.1000
warm,Desert Sunset,1,0.8500,0.5000,0.2000
warm,Desert Sunset,2,1.0000,0.7000,0.3000
warm,Desert Sunset,3,1.0000,0.9000,0.5000
warm,Desert Sunset,4,0.9000,0.6000,0.4000
warm,Desert Sunset,5,0.8000,0.4000,0.2000
warm,Desert Sunset,6,0.6000,0.2000,0.0500
warm,Desert Sunset,7,0.4000,0.1000,0.0100
warm,Desert Sunset,8,0.9500,0.7500,0.4500
warm,Desert Sunset,9,0.7500,0.5500,0.2500
warm,Desert Sunset,10,0.5000,0.3500,0.1500
warm,Desert Sunset,11,0.2500,0.1500,0.0500
warm,Fiery Phoenix,0,0.1000,0.0800,0.0700
warm,Fiery Phoenix,1,0.7000,0.1000,0.0500
warm,Fiery Phoenix,2,0.9500,0.3000,0.0000
warm,Fiery Phoenix,3,1.0000,0.8000,0.1000
warm,Fiery Phoenix,4,1.0000,0.6000,0.0500
warm,Fiery Phoenix,5,0.4000,0.1000,0.2500
warm,Fiery Phoenix,6,0.8500,0.2000,0.1000
warm,Fiery Phoenix,7,0.2000,0.1800,0.1700
warm,Fiery Phoenix,8,0.8000,0.1500,0.1500
warm,Fiery Phoenix,9,1.0000,0.9800,0.9000
warm,Fiery Phoenix,10,0.6000,0.2000,0.1000
warm,Fiery Phoenix,11,0.9000,0.4000,0.0500
warm,Golden Desert Dawn,0,0.9500,0.8000,0.6000
warm,Golden Desert Dawn,1,0.8500,0.6500,0.4000
warm,Golden Desert Dawn,2,0.7500,0.5000,0.2000
warm,Golden Desert Dawn,3,1.0000,0.9000,0.5000
warm,Golden Desert Dawn,4,1.0000,0.7000,0.3000
warm,Golden Desert Dawn,5,0.9000,0.6000,0.2000
warm,Golden Desert Dawn,6,0.6000,0.4000,0.1000
warm,Golden Desert Dawn,7,0.4000,0.2000,0.0500
warm,Golden Desert Dawn,8,0.7000,0.5500,0.3500
warm,Golden Desert Dawn,9,0.9000,0.8500,0.7000
warm,Golden Desert Dawn,10,0.5000,0.3000,0.1500
warm,Golden Desert Dawn,11,0.2000,0.1000,0.0200
warm,Golden Hour Glow,0,0.8000,0.5000,0.0000
warm,Golden Hour Glow,1,1.0000,0.8500,0.4000
warm,Golden Hour Glow,2,1.0000,0.7000,0.5000
warm,Golden Hour Glow,3,0.9000,0.6000,0.5500
warm,Golden Hour Glow,4,1.0000,0.9000,0.6000
warm,Golden Hour Glow,5,0.5000,0.4000,0.3000
warm,Golden Hour Glow,6,0.9500,0.6000,0.2000
warm,Golden Hour Glow,7,0.7000,0.6000,0.7500
warm,Golden Hour Glow,8,1.0000,0.9500,0.8500
warm,Golden Hour Glow,9,0.7000,0.4500,0.1500
warm,Golden Hour Glow,10,0.8500,0.5500,0.1000
warm,Golden Hour Glow,11,0.9500,0.7500,0.3000
warm,Spiced Cider,0,0.6000,0.3000,0.1000
